index,start,end,duration,text,发言玩家,发言轮次,Uid,身份,阵营,player 1,player 2,player 3,player 4,player 5,player 6,player 7,player 8,player 9,player 10,player 11,player 12,,
598,1396.4,1398.36,1.96,就排除三九是两狼的情况下,8,3,8_3,猎人,,,,,,,,,,,,,,,
599,1398.36,1402.049,3.689,但是发言确实好像10号玩家保的不是你吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
600,1402.049,1403.229,1.18,他说一九带身份,8,3,8_3,猎人,,,,,,,,,,,,,,,
601,1403.229,1405.249,2.02,然后说警下6、11会比较像好人,8,3,8_3,猎人,,,,,,,,,,,,,,,
602,1405.249,1406.82,1.571,好像没说过你像好人,8,3,8_3,猎人,,,,,,,,,,,,,,,
603,1406.82,1410.06,3.24,所以这一段好像对于发言不是很仔细,8,3,8_3,猎人,,,,,,,,,,,,,,,
604,1411.43,1412.83,1.4,额扣了一些分吧,8,3,8_3,猎人,,,,,,,,,,扣分,,,,,
605,1412.83,1416.87,4.04,然后警徽流10号六号我也觉得不太同意吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
606,1416.87,1418.29,1.42,你说6号玩家倒钩,8,3,8_3,猎人,,,,,,,,,,,,,,,
607,1418.29,1419.27,0.98,你也不一定找得到,8,3,8_3,猎人,,,,,,,,,,,,,,,
608,1419.27,1420.83,1.56,就不准人家倒钩呗,8,3,8_3,猎人,,,,,,,,,,,,,,,
609,1420.83,1423.86,3.03,倒钩你别玩嗯,8,3,8_3,猎人,,,,,,,,,,,,,,,
610,1423.86,1426.26,2.4,反正就是从警徽流和吞听,8,3,8_3,猎人,,,,,,,,,,,,,,,
611,1426.26,1427.8,1.54,发言的仔细程度上来看,8,3,8_3,猎人,,,,,,,,,,,,,,,
612,1427.8,1429.58,1.78,我觉得有扣分,8,3,8_3,猎人,,,,,,,,,,,,,,,
613,1429.58,1431.21,1.63,反正有扣一些分数,8,3,8_3,猎人,,,,,,,,,,,,,,,
614,1431.21,1433.51,2.3,至于验三的心路历程,8,3,8_3,猎人,,,,,,,,,,,,,,,
615,1433.51,1434.39,0.88,我没注意,8,3,8_3,猎人,,,,,,,,,,,,,,,
616,1434.39,1436.15,1.76,反正但是应该是真的吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
617,1436.15,1437.15,1,这么说了的话,8,3,8_3,猎人,,,,,,,,,,警徽流一般,,,,,
618,1437.15,1439.15,2,你听听3号玩家的发言呗对吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
619,1439.15,1440.11,0.96,3号如果是好人,8,3,8_3,猎人,,,,,,,,,,,,,,,
620,1440.11,1441.07,0.96,九还是有一些力度,8,3,8_3,猎人,,,,,,,,,,,,,,,
621,1441.07,1443.91,2.84,毕竟是警后金没了吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
622,1443.91,1450.15,6.24,警前的10号玩家不知道不太清楚嗯,8,3,8_3,猎人,,,,,,,,,,,,,,,
623,1450.15,1451.29,1.14,因为你看啊,8,3,8_3,猎人,,,,,,,,,,,,,,,
624,1451.29,1451.77,0.48,9号玩家,8,3,8_3,猎人,,,,,,,,,,,,,,,
625,1451.77,1455.279,3.509,你其实可以通过一号玩家听完一的发言,8,3,8_3,猎人,,,,,,,,,,,,,,,
626,1455.279,1456.219,0.94,因为10号玩家说了,8,3,8_3,猎人,,,,,,,,,,,,,,,
627,1456.219,1457.179,0.96,一九都带身份,8,3,8_3,猎人,,,,,,,,,,,,,,,
628,1457.179,1459.639,2.46,那假设一号玩家比如说跟你悍跳,8,3,8_3,猎人,,,,,,,,,,,,,,,
629,1459.639,1461.899,2.26,那么10号的身份是不是也可以往后排一排,8,3,8_3,猎人,,,,,,,,,,,,,,,
630,1461.899,1464.99,3.091,所以我觉得10、6的警徽流真的一般好吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
631,1464.99,1467.15,2.16,嗯播的聊就没什么了,8,3,8_3,猎人,,,,,,,,,,,,,,,
632,1467.15,1468.39,1.24,但你也可以是一个预言家,8,3,8_3,猎人,,,,,,,,,,,,,,,
633,1468.39,1470.27,1.88,就是说存在的这些问题吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
634,1470.27,1471.43,1.16,只是我自己听出来的,8,3,8_3,猎人,,,,,,,,,,,,,,,
635,1471.43,1473.78,2.35,但是并不是说你一定不是嘛,8,3,8_3,猎人,,,,,,,,,,,,,,,
636,1473.78,1476.2,2.42,打个前杠后放警上交一下站边吧,8,3,8_3,猎人,,,,,,,,,,,,,,,
637,1476.2,1478.16,1.96,就这样过了,8,3,8_3,猎人,,,,,,,,,,,,,,,
639,1483.82,1487.7,3.88,其实我觉得九聊验三的心路历程,7,4,7_4,女巫,,,,,,,,,,还可以,,,,,
640,1487.7,1490.3,2.6,我听得还算听懂了吧,7,4,7_4,女巫,,,,,,,,,,,,,,,
641,1490.3,1494.42,4.12,然后9号玩家说他没有听出来十是什么,7,4,7_4,女巫,,,,,,,,,,,,,,,
642,1494.86,1497.62,2.76,暂进验10号警下进验6号,7,4,7_4,女巫,,,,,,,,,,,,,,,
643,1497.62,1499.62,2,我觉得整体还可以啊,7,4,7_4,女巫,,,,,,,,,,,,,,,
644,1499.62,1501.26,1.64,没有很不像,7,4,7_4,女巫,,,,,,,,,,,,,,,
645,1501.26,1504.2,2.94,因为他判断不出10号是什么,7,4,7_4,女巫,,,,,,,,,,,,,,,
646,1504.2,1505.62,1.42,我听完十的发言呢,7,4,7_4,女巫,,,,,,,,,,,,,,,
647,1505.62,1508.34,2.72,10号玩家说一号9号带身份,7,4,7_4,女巫,,,,,,,,,,,,,,,
648,1508.34,1510.85,2.51,6号11号比较像好人,7,4,7_4,女巫,,,,,,,,,,,,,,,
649,1510.92,1512.85,1.93,不是特别像狼吧,7,4,7_4,女巫,,,,,,,,,,,不像狼,,,,
650,1512.85,1515.77,2.92,虽然我开牌看的10号玩家稍微有一点点像狼,7,4,7_4,女巫,,,,,,,,,,,,,,,
651,1515.77,1516.81,1.04,但是听发言呢,7,4,7_4,女巫,,,,,,,,,,,,,,,
652,1516.81,1519.57,2.76,其实他的工作量说一号9号带身份,7,4,7_4,女巫,,,,,,,,,,,,,,,
653,1519.57,1521.36,1.79,说6号11号没有狼,7,4,7_4,女巫,,,,,,,,,,,,,,,
654,1521.36,1522.44,1.08,看着不像狼,7,4,7_4,女巫,,,,,,,,,,,,,,,
655,1522.44,1524.3,1.86,至少11号我看着不是很像狼,7,4,7_4,女巫,,,,,,,,,,,,不像狼,,,
656,1524.3,1527.81,3.51,所以我没有觉得十听完发言很像狼,7,4,7_4,女巫,,,,,,,,,,,,,,,
657,1527.81,1529.77,1.96,然后至于8号玩家,7,4,7_4,女巫,,,,,,,,,,,,,,,
658,1529.77,1534.71,4.94,8号玩家其实点评九的发言是比较仔细的,7,4,7_4,女巫,,,,,,,,,,,,,,,
659,1534.71,1536.94,2.23,我也不觉得8号玩家像狼,7,4,7_4,女巫,,,,,,,,,不像狼,,,,,,
660,1536.94,1539.84,2.9,但是你如果让我在八和十里面觉得谁更好,7,4,7_4,女巫,,,,,,,,,,,,,,,
661,1539.84,1541.82,1.98,那其实10号玩家肯定更不能排水,7,4,7_4,女巫,,,,,,,,,,,,,,,
662,1541.82,1544,2.18,因为必须要更新他之后的发言,7,4,7_4,女巫,,,,,,,,,,,,,,,
663,1544,1545.55,1.55,八比十好一点,7,4,7_4,女巫,,,,,,,,,,,,,,,
664,1545.55,1548.21,2.66,然后至于9号玩家是不是呢,7,4,7_4,女巫,,,,,,,,,,,,,,,
665,1548.21,1550.59,2.38,我目前觉得没有什么太大的问题,7,4,7_4,女巫,,,,,,,,,,,,,,,
666,1550.59,1552.27,1.68,我会听一下后面的发言,7,4,7_4,女巫,,,,,,,,,,,,,,,
667,1552.27,1554.55,2.28,而且万一三号玩家跳了,7,4,7_4,女巫,,,,,,,,,,,,,,,
668,1554.55,1556.15,1.6,那就不用听了对吧,7,4,7_4,女巫,,,,,,,,,,,,,,,
669,1556.15,1557.03,0.88,我是好人,7,4,7_4,女巫,,,,,,,,,,,,,,,
671,1563.36,1564.6,1.24,喂我是预言家,5,5,5_5,预言家,,,,,,跳预言家,,,,,,,,,
672,1564.6,1566.94,2.34,验了11号是查杀,5,5,5_5,预言家,,,,,,,,,,,,查杀,,,
673,1566.94,1568.96,2.02,然后我留一下警徽流吧,5,5,5_5,预言家,,,,,,,,,,,,,,,
674,1568.96,1572.1,3.14,那就3号就是不管3号说什么,5,5,5_5,预言家,,,,警徽流1,,,,,,,,,警徽流,,
675,1572.1,1573.76,1.66,第一警徽流是3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
676,1573.76,1575.22,1.46,32顺验好吧,5,5,5_5,预言家,,,,,,,,,,,,,,,
677,1575.22,1576.7,1.48,警下的牌我觉得我不验了,5,5,5_5,预言家,,,,,,,,,,,,,,,
678,1576.7,1579.01,2.31,因为还剩一个是6号嘛,5,5,5_5,预言家,,,,,,,,,,,,,,,
679,1579.01,1580.27,1.26,我是这样想的,5,5,5_5,预言家,,,,,,,,,,,,,,,
680,1580.27,1583.03,2.76,我觉得我觉得9号是混血儿的概率低,5,5,5_5,预言家,,,,,,,,,,,,,,,
681,1583.03,1584.23,1.2,因为你假设是混血儿,5,5,5_5,预言家,,,,,,,,,,,,,,,
682,1584.23,1585.6,1.37,你混3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
683,1585.6,1589.36,3.76,除了你看到你看到我今天跟他表白了,5,5,5_5,预言家,,,,,,,,,,,,,,,
684,1589.36,1591.44,2.08,你你也是想跟她表白一下嘛,5,5,5_5,预言家,,,,,,,,,,,,,,,
685,1591.44,1593.48,2.04,所以我觉得他他如果是一个混血儿,5,5,5_5,预言家,,,,,,,,,,,,,,,
686,1593.48,1595.88,2.4,理论上是不太会去混3号的,5,5,5_5,预言家,,,,,,,,,,,,,,,
687,1595.88,1597.4,1.52,那么我觉得如果外置位,5,5,5_5,预言家,,,,,,,,,,,,,,,
688,1597.4,1600.24,2.84,没有那个其他的那个榜样的目标,5,5,5_5,预言家,,,,,,,,,,,,,,,
689,1600.24,1603.54,3.3,应该不太会说跳一个预言家给3号发金水,5,5,5_5,预言家,,,,,,,,,,,,,,,
690,1603.54,1606.02,2.48,所以我觉得你应该是完整的起跳,5,5,5_5,预言家,,,,,,,,,,,,,,,
691,1606.02,1608.5,2.48,就是悍跳狼的概率会比较大,5,5,5_5,预言家,,,,,,,,,,,,,,,
692,1608.5,1610.86,2.36,然后我自己觉得那个7号八号,5,5,5_5,预言家,,,,,,,,,,,,,,,
693,1610.86,1612.12,1.26,10号里面呢,5,5,5_5,预言家,,,,,,,,,,,,,,,
694,1612.12,1615.82,3.7,10号的发言我并不是非常的怀疑,5,5,5_5,预言家,,,,,,,,,,,还可以,,,,
695,1615.82,1617.55,1.73,如果10号是一个狼,5,5,5_5,预言家,,,,,,,,,,,,,,,
696,1617.55,1620.67,3.12,那么就是6、11是双匪的概率会比较大,5,5,5_5,预言家,,,,,,,,,,,,,,,
697,1620.67,1623.86,3.19,因为他说那个他看警下好人比较多,5,5,5_5,预言家,,,,,,,,,,,,,,,
698,1623.86,1626,2.14,然后有可能预言家会有警徽,5,5,5_5,预言家,,,,,,,,,,,,,,,
699,1626,1628.1,2.1,我已知11号是查杀,5,5,5_5,预言家,,,,,,,,,,,,,,,
700,1628.1,1629.18,1.08,那么你是一个狼,5,5,5_5,预言家,,,,,,,,,,,,,,,
701,1629.18,1629.74,0.56,只有两种,5,5,5_5,预言家,,,,,,,,,,,,,,,
702,1629.74,1631.46,1.72,可能就是6号和你,5,5,5_5,预言家,,,,,,,,,,,,,,,
703,1631.46,1632.92,1.46,还有11号是三个狼,5,5,5_5,预言家,,,,,,,,,,,,,,,
704,1632.92,1634.4,1.48,或者说第二种情况,5,5,5_5,预言家,,,,,,,,,,,,,,,
705,1634.4,1635.2,0.8,你是狼的情况,5,5,5_5,预言家,,,,,,,,,,,,,,,
706,1635.2,1636.4,1.2,就是你认识11号,5,5,5_5,预言家,,,,,,,,,,,,,,,
707,1636.4,1637.72,1.32,那么你也不防守6号,5,5,5_5,预言家,,,,,,,,,,,,,,,
708,1637.72,1639.72,2,我觉得这种概率比较小,5,5,5_5,预言家,,,,,,,,,,,,,,,
709,1639.72,1642.959,3.239,就是假设假设你和11号是两个狼的格式,5,5,5_5,预言家,,,,,,,,,,,,,,,
710,1642.959,1645.659,2.7,就是让11号在警下投倒钩票,5,5,5_5,预言家,,,,,,,,,,,,,,,
711,1645.659,1647.4,1.741,然后6号是一张白牌,5,5,5_5,预言家,,,,,,,,,,,,,,,
712,1647.4,1649.42,2.02,10号才能做成一张红狼,5,5,5_5,预言家,,,,,,,,,,,,,,,
713,1649.42,1652.909,3.489,我自己呢觉得10号是好好人的概率比较高,5,5,5_5,预言家,,,,,,,,,,,,,,,
714,1652.909,1655.909,3,8号的发言内容是质疑过9号的,5,5,5_5,预言家,,,,,,,,,,,,,,,
715,1655.909,1658.92,3.011,如果我定义9号就是一个跟我对跳的话,5,5,5_5,预言家,,,,,,,,,,,,,,,
716,1658.92,1661.06,2.14,我觉得八和九不太认识,5,5,5_5,预言家,,,,,,,,,,,,,,,
717,1661.06,1665.11,4.05,所以呢如果要产生9号的同伴应该是7号,5,5,5_5,预言家,,,,,,,,,,,,,,,
718,1665.11,1666.63,1.52,但是7号我不太确定,5,5,5_5,预言家,,,,,,,,,,,,,,,
719,1666.63,1669.29,2.66,因为七好像有Q过三对吧,5,5,5_5,预言家,,,,,,,,,,,,,,,
720,1669.29,1671.74,2.45,我觉得假设7号认识9号呢,5,5,5_5,预言家,,,,,,,,,,,,,,,
721,1671.74,1673.56,1.82,他也有可能就就是三,5,5,5_5,预言家,,,,,,,,,,,,,,,
722,1673.56,1675.98,2.42,七里面只可能产生一张红狼牌,5,5,5_5,预言家,,,,,,,,,,,,,,,
723,1675.98,1677.58,1.6,就是他不认识9号,5,5,5_5,预言家,,,,,,,,,,,,,,,
724,1677.58,1678.34,0.76,不认识3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
725,1678.34,1680.01,1.67,7号才会防守3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
726,1680.01,1683.57,3.56,那么我认为假设产两匪就是七九双匪或者7号,5,5,5_5,预言家,,,,,,,,,,,,,,,
727,1683.57,1683.91,0.34,8号,5,5,5_5,预言家,,,,,,,,,,,,,,,
728,1683.91,1685.63,1.72,10号是三张白牌,5,5,5_5,预言家,,,,,,,,,,,,,,,
729,1685.63,1686.61,0.98,那么这个时候呢,5,5,5_5,预言家,,,,,,,,,,,,,,,
730,1686.61,1689.57,2.96,就是从4号开始倒叙的这个区域,5,5,5_5,预言家,,,,,,,,,,,,,,,
731,1689.57,1692.21,2.64,4~12的区域要产两到三匪,5,5,5_5,预言家,,,,,,,,,,,,,,,
732,1692.21,1695.08,2.87,大家稍微那个表一下水啊好吧,5,5,5_5,预言家,,,,,,,,,,,,,,,
733,1695.08,1696.64,1.56,所以因为我比较质疑,5,5,5_5,预言家,,,,,,,,,,,,,,,
734,1696.64,1698.48,1.84,那个从4号到12号的区域,5,5,5_5,预言家,,,,,,,,,,,,,,,
735,1698.48,1701.88,3.4,我的警徽流就是先3号后12号,5,5,5_5,预言家,,,,,,,,,,,,,,,
736,1701.88,1703.92,2.04,因为3号是给9号发金水的,5,5,5_5,预言家,,,,,,,,,,,,,,,
737,1703.92,1706.88,2.96,且7号点过3号有可能会反水立警,5,5,5_5,预言家,,,,,,,,,,,,,,,
738,1706.88,1708.74,1.86,我就优先验一下3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
739,1708.74,1710.44,1.7,然后再验一下12号,5,5,5_5,预言家,,,,,,,,,,,,,,,
740,1710.44,1712.5,2.06,那么我说一下我为什么验11号,5,5,5_5,预言家,,,,,,,,,,,,,,,
741,1712.5,1716.64,4.14,因为我自己的视角盲区是4号和11号,5,5,5_5,预言家,,,,,,,,,,,,,,,
742,1716.64,1717.6,0.96,还有12号,5,5,5_5,预言家,,,,,,,,,,,,,,,
743,1717.6,1720.04,2.44,12号呢我是不太想首验他的,5,5,5_5,预言家,,,,,,,,,,,,,,,
744,1720.04,1722.32,2.28,那么4号我觉得位置上不是很好,5,5,5_5,预言家,,,,,,,,,,,,,,,
745,1722.32,1724.1,1.78,如果是查杀是无所谓的,5,5,5_5,预言家,,,,,,,,,,,,,,,
746,1724.1,1726.26,2.16,如果是一个金水的话,5,5,5_5,预言家,,,,,,,,,,,,,,,
747,1726.26,1729.33,3.07,我自己觉得发牌的话,5,5,5_5,预言家,,,,,,,,,,,,,,,
748,1729.33,1733.62,4.29,6号七号八号是三匪的概率是比较小的,5,5,5_5,预言家,,,,,,,,,,,,,,,
749,1733.62,1735.66,2.04,那么我如果验4号是金水,5,5,5_5,预言家,,,,,,,,,,,,,,,
750,1735.66,1739.11,3.45,我势必要让678这个区域的好人先发言,5,5,5_5,预言家,,,,,,,,,,,,,,,
751,1739.11,1740.97,1.86,我呢不是不相信4号,5,5,5_5,预言家,,,,,,,,,,,,,,,
752,1740.97,1744.52,3.55,我也想听一下678里面好人给我的归票意见,5,5,5_5,预言家,,,,,,,,,,,,,,,
753,1744.52,1746.2,1.68,所以我就没有查验4号,5,5,5_5,预言家,,,,,,,,,,,,,,,
754,1746.2,1748.52,2.32,我就优先验了一下对置位的11号,5,5,5_5,预言家,,,,,,,,,,,,,,,
755,1748.52,1749.61,1.09,因为我看不见他,5,5,5_5,预言家,,,,,,,,,,,,,,,
756,1749.61,1750.85,1.24,11号查杀啊,5,5,5_5,预言家,,,,,,,,,,,,,,,
757,1750.85,1752.23,1.38,我的警徽流是3号,5,5,5_5,预言家,,,,,,,,,,,,,,,
758,1752.23,1756.12,3.89,12号顺验过,5,5,5_5,预言家,,,,,,,,,,,,,,,
759,1756.4,1757.24,0.84,我站九,4,6,4_6,平民,,,,,,,,,,站九,,,,,
760,1757.24,1758.54,1.3,我觉得九是预言家,4,6,4_6,平民,,,,,,,,,,,不是狼,,,,
761,1758.54,1760.18,1.64,我觉得10号玩家不是狼,4,6,4_6,平民,,,,,,,,,,,,,,,
762,1760.18,1761.13,0.95,10号玩家,4,6,4_6,平民,,,,,,,,,,,,,,,
763,1761.13,1762.39,1.26,首先10号人的发言,4,6,4_6,平民,,,,,,,,,,,,,,,
764,1762.39,1764.19,1.8,他不是一个小狼,4,6,4_6,平民,,,,,,,,,,,,,,,
765,1764.19,1765.31,1.12,那他可以是大哥,4,6,4_6,平民,,,,,,,,,,,,,,,
766,1765.31,1767.07,1.76,但我们这个板子中没有大哥,4,6,4_6,平民,,,,,,,,,,,,,,,
767,1767.07,1767.89,0.82,没有大哥,4,6,4_6,平民,,,,,,,,,,,,,,,
768,1767.89,1768.929,1.039,他就是平民,4,6,4_6,平民,,,,,,,,,,,,,,,
769,1768.929,1769.569,0.64,9号玩家,4,6,4_6,平民,,,,,,,,,,,,,,,
770,1769.569,1770.289,0.72,我觉得是预言家,4,6,4_6,平民,,,,,,,,,,,,,,,
771,1770.289,1773.089,2.8,9号玩家发言就是完全的9号玩家的预言家,4,6,4_6,平民,,,,,,,,,,,,,,,
772,1773.089,1774.109,1.02,那么三就是金水,4,6,4_6,平民,,,,,,,,,,,,,,,
773,1774.109,1775.129,1.02,不管他是他,4,6,4_6,平民,,,,,,,,,,,,,,,
774,1775.129,1775.929,0.8,不管他是不是混,4,6,4_6,平民,,,,,,,,,,,,,,,
775,1775.929,1777.24,1.311,他底牌是个好人,4,6,4_6,平民,,,,,,,,,,,,,,,
776,1777.24,1778.5,1.26,90有两张好人,4,6,4_6,平民,,,,,,,,,,,,,,,
777,1778.5,1780.84,2.34,8号玩家打九八玩家其实是打九的,4,6,4_6,平民,,,,,,,,,,,,,,,
778,1780.84,1782.6,1.76,我认8号玩家应该是好人,4,6,4_6,平民,,,,,,,,,好人,,,,,,
779,1782.6,1783.92,1.32,没必要扣预言家分,4,6,4_6,平民,,,,,,,,,,,,,,,
780,1783.92,1784.52,0.6,干嘛呢,4,6,4_6,平民,,,,,,,,,,,,,,,
781,1784.52,1785.38,0.86,直接跳呗,4,6,4_6,平民,,,,,,,,,,,,,,,
782,1785.38,1785.84,0.46,对不八,4,6,4_6,平民,,,,,,,,,,,,,,,
783,1785.84,1786.9,1.06,人家不是不能跳,4,6,4_6,平民,,,,,,,,,,,,,,,
784,1786.9,1787.98,1.08,7号玩家站九,4,6,4_6,平民,,,,,,,,,,,,,,,
785,1787.98,1789.08,1.1,我觉得七可以是好人,4,6,4_6,平民,,,,,,,,好人,,,,,,,
786,1789.08,1790.42,1.34,789是四连好人,4,6,4_6,平民,,,,,,,,,,,,好人,,,
787,1790.42,1792.45,2.03,两头六跟11进一张狼,4,6,4_6,平民,,,,,,,,,,,,,,,
788,1792.45,1794.53,2.08,因为5号玩家是给11发杀的,4,6,4_6,平民,,,,,,,,,,,,,,,
789,1794.53,1796.37,1.84,那么11号玩家有可能是好人,4,6,4_6,平民,,,,,,,,,,,,,,,
790,1796.37,1797.77,1.4,我们不知道狼队格式对不对,4,6,4_6,平民,,,,,,,,,,,,,,,
