index,start,end,duration,text,发言玩家,发言轮次,Uid,身份,阵营,player 1,player 2,player 3,player 4,player 5,player 6,player 7,player 8,player 9,player 10,player 11,player 12
513,1104.9,1105.68,0.78,当时感觉就是,11,3,,,,,,,,,,,,,,,
514,1105.68,1108.66,2.98,因为他有一个就是微微一笑的动作,11,3,,,,,,,,,,,,,,,
515,1108.66,1112.12,3.46,我当时觉着这个草莓酱老师如果是好人,11,3,,,,,,,,,,,,,,,
516,1112.12,1115.4,3.28,听见警上有有这个人点警下的,11,3,,,,,,,,,,,,,,,
517,1115.4,1118.56,3.16,就是自己可能就是给预言家拿不到警徽,11,3,,,,,,,,,,,,,,,
518,1118.56,1121.68,3.12,或者是自己可能有点像狼的情况下会笑吗,11,3,,,,,,,,,,,,,,,
519,1121.68,1123.02,1.34,我我感觉应该不太会吧,11,3,,,,,,,,,,,,,,,
520,1123.02,1125.24,2.22,所以当时看完十的表情反馈,11,3,,,,,,,,,,,,,,,
521,1125.24,1127.6,2.36,觉得2号这这个发完这个言之后,11,3,,,,,,,,,,,,,,,
522,1127.6,1129.8,2.2,可能身份在我这高了一些嗯,11,3,,,,,,,,,,,,,,,
523,1129.8,1131.62,1.82,然后12号目前也没有什么工作量,11,3,,,,,,,,,,,,,,,
524,1131.62,1134.22,2.6,所以我就是在我这就只能都都只能给2号,11,3,,,,,,,,,,,,,,,还行
525,1134.22,1135.28,1.06,12号都还行,11,3,,,,,,,,,,,,,,,
526,1135.28,1138.67,3.39,嗯然后我自己入夜前看的是5号,11,3,,,,,,,,,,,,,,,
527,1138.67,1141,2.33,6号跟10号,11,3,,,,,,,,,,,,,,,
528,1141.4,1145.56,4.16,然后我自己觉得6号是还还挺像一个好人的,11,3,,,,,,,,,像好人,,,,,,
529,1145.56,1146.98,1.42,5号我觉得不是平民牌,11,3,,,,,,,,,,,,,,,
530,1146.98,1148.38,1.4,但我不知道是什么啊,11,3,,,,,,,,,,,,,,,
531,1148.38,1149.57,1.19,但不知道是什么,11,3,,,,,,,,,,,,,,,
532,1149.57,1150.69,1.12,反正就听一下,11,3,,,,,,,,,,,,,,,
533,1150.69,1151.97,1.28,听一下那个后边的反馈吧,11,3,,,,,,,,,,,,,,,
534,1151.97,1153.35,1.38,然后我确实是一个好人,11,3,,,,,,,,,,,,,,,
535,1153.35,1155.98,2.63,然后希望第一把自己能能搞对啊,11,3,,,,,,,,,,,,,,,
536,1155.98,1157.78,1.8,其他的就就没有了啊,11,3,,,,,,,,,,,,,,,
538,1162.26,1163.14,0.88,我是预言家啊,9,4,,,,,,,,,,,,,,,
539,1163.14,1166.02,2.88,然后我第一天验的12是金水啊,9,4,,,,,,,,,,,,,,,金水
540,1166.02,1166.94,0.92,验12的心路历程,9,4,,,,,,,,,,,,跳预言家,,,
541,1166.94,1169.56,2.62,就是觉得开开局抿的比较像好人呗,9,4,,,,,,,,,,,,,,,
542,1169.56,1171.23,1.67,就验一下啊,9,4,,,,,,,,,,,,,,,
543,1171.23,1173.81,2.58,因为为为以后骗他做个铺垫,9,4,,,,,,,,,,,,,,,
544,1173.81,1175.82,2.01,然后那我警徽流,9,4,,,,,,,,,,,,,,,
545,1175.82,1177.18,1.36,我就一号10号顺验了,9,4,,,,警徽流,,,,,,,,,警徽流,,
546,1177.18,1179.15,1.97,因为首先前置位2号玩家,9,4,,,,,,,,,,,,,,,
547,1179.15,1181.71,2.56,好像我首先我的金水我不不会不会警上盘,9,4,,,,,,,,,,,,,,,
548,1181.71,1182.51,0.8,他是混子的属性,9,4,,,,,,,,,,,,,,,
549,1182.51,1184.51,2,因为他井上没有太多的工作量啊,9,4,,,,,,,,,,,,,,,
550,1184.51,1187.69,3.18,所以我会井上先把12当纯种金水去打,9,4,,,,,,,,,,,,,,,
551,1187.69,1190.85,3.16,那所以十一十二同时贡献逻辑2号玩家比较好,9,4,,,,,,,,,,,,,,,
552,1190.85,1191.89,1.04,所以我就警下,9,4,,,,,,,,,,,,,,,
553,1191.89,1193.37,1.48,我就一号10号顺验,9,4,,,,,,,,,,,,,,,
554,1193.37,1194.89,1.52,如果一十里面有狼的话,9,4,,,,,,,,,,,,,,,
555,1194.89,1197.63,2.74,那2号玩家就更做好他好人的身份,9,4,,,,,,,,,,,,,,,
556,1197.63,1199.83,2.2,但如果1、10张都是好人,9,4,,,,,,,,,,,,,,,
557,1199.83,1202.01,2.18,那可能2号玩家就会重新进视角,9,4,,,,,,,,,,,,,,,
558,1202.01,1203.51,1.5,那11号也会进视角,9,4,,,,,,,,,,,,,,,
559,1203.51,1204.67,1.16,因为11在前置位保了,9,4,,,,,,,,,,,,,,,
560,1204.67,1205.87,1.2,二也踩了十,9,4,,,,,,,,,,,,,,,
561,1205.87,1208.68,2.81,所以警徽流我就一号10号顺眼,9,4,,,,,,,,,,,,,,,
562,1208.88,1210.74,1.86,然后别的没啦啊,9,4,,,,,,,,,,,,,,,
563,1210.74,1212.5,1.76,我自己抿的感觉,9,4,,,,,,,,,,,,,,,
564,1212.5,1216.13,3.63,6号好像是有可能会跟我起跳的位置,9,4,,,,,,,,,可能起跳,,,,,,
565,1216.13,1216.65,0.52,我自己抿了,9,4,,,,,,,,,,,,,,,
566,1216.65,1217.41,0.76,因为开完牌之后,9,4,,,,,,,,,,,,,,,
567,1217.41,1218.41,1,他看了我一眼,9,4,,,,,,,,,,,,,,,
568,1218.41,1219.65,1.24,我不知道我是不是银水啊,9,4,,,,,,,,,,,,,,,
569,1219.65,1220.33,0.68,还是那句话,9,4,,,,,,,,,,,,,,,
570,1220.33,1223.88,3.55,我觉得这个坏人比较喜欢去自己,9,4,,,,,,,,,,,,,,,
571,1223.88,1225.52,1.64,就是案发现场看一下,9,4,,,,,,,,,,,,,,,
572,1225.52,1226.4,0.88,如果我是银水的话,9,4,,,,,,,,,,,,,,,
573,1226.4,1228.22,1.82,那6号玩家可能砍了我好吧,9,4,,,,,,,,,,,,,,,
574,1228.22,1229.4,1.18,因为看摘完盔之后,9,4,,,,,,,,,,,,,,,
575,1229.4,1229.88,0.48,他看了我,9,4,,,,,,,,,,,,,,,
576,1229.88,1231.25,1.37,但是如果你是好人的话,9,4,,,,,,,,,,,,,,,
577,1231.25,1232.47,1.22,也不希望打错你嘛,9,4,,,,,,,,,,,,,,,
578,1232.47,1234.67,2.2,然后只是我自己分享一下自己的抿值,9,4,,,,,,,,,,,,,,,
579,1234.67,1236.41,1.74,然后那就12号是金水,9,4,,,,,,,,,,,,,,,
580,1236.41,1237.91,1.5,然后警徽流我就一十顺验,9,4,,,,,,,,,,,,,,,
581,1237.91,1240.03,2.12,然后前置位二还还可以,9,4,,,,,还可以,,,,,,,,,,
582,1240.03,1241.33,1.3,11没太听出来啊,9,4,,,,,,,,,,,,,,,
583,1241.33,1243.81,2.48,没了过了,9,4,,,,,,,,,,,,,,,
584,1243.81,1247.48,3.67,嗯嗯嗯不太知道啊,8,5,,,,,,,,,,,,,,,
585,1247.48,1250.46,2.98,一个人的话听听后面一起跳吧,8,5,,,,,,,,,,,,,,,
586,1250.46,1252.66,2.2,感觉六跟你跳吗,8,5,,,,,,,可能起跳,可能起跳,,,,,,,
587,1252.66,1254.88,2.22,我感觉是四五里的牌跟你跳呢,8,5,,,,,,,,,,,,,,,
588,1254.88,1259.24,4.36,嗯4号玩家确实挺感觉是有话要说,8,5,,,,,,,,,,,,,,,
589,1259.24,1260.98,1.74,我觉得感觉如果是对跳,8,5,,,,,,,,,,,,,,,
590,1260.98,1262.46,1.48,可能是四五那个位置吧,8,5,,,,,,,,,,,,,,,
591,1262.46,1265.76,3.3,前置位确实十一十二都没有人踩二,8,5,,,,,,,,,,,,,,,
592,1265.76,1268.49,2.73,那2号警上先不进视角嗯,8,5,,,,,,,,,,,,,,,
593,1268.49,1273.23,4.74,9的问题可能就是在于2号玩家点的警下的,8,5,,,,,,,,,,,,,,,
594,1273.23,1273.77,0.54,一跟十,8,5,,,,,,,,,,,,,,,
595,1273.77,1274.85,1.08,你直接一、十顺眼,8,5,,,,,,,,,,,,,,,
596,1274.85,1277.57,2.72,你又不验的二金水对吧,8,5,,,,,,,,,,,,,,,
597,1277.57,1280.39,2.82,然后你觉得六可能跟你是起跳位,8,5,,,,,,,,,,,,,,,
598,1280.39,1281.59,1.2,就我先聊一聊,8,5,,,,,,,,,,,,,,,
599,1281.59,1283.55,1.96,我听感上可能存在的一点小瑕疵,8,5,,,,,,,,,,,,,,,
600,1283.55,1285.28,1.73,就是假设你是预言家,8,5,,,,,,,,,,,,,,,
601,1285.28,1286.64,1.36,也不要对我敌意很大,8,5,,,,,,,,,,,,,,,
602,1286.64,1288.08,1.44,因为后面一个人还没起跳,8,5,,,,,,,,,,,,,,,
603,1288.08,1288.96,0.88,然后你看啊,8,5,,,,,,,,,,,,,,,
604,1288.96,1290.99,2.03,你觉得6号玩家可能跟你起跳,8,5,,,,,,,,,,,,,,,
605,1290.99,1292.79,1.8,11号发言是保了二的呃,8,5,,,,,,,,,,,,,,,
606,1292.79,1293.35,0.56,保了六的,8,5,,,,,,,,,,,,,,,
607,1293.35,1294.79,1.44,他说六看着很像一个好人,8,5,,,,,,,,,,,,,,,
608,1294.79,1297.63,2.84,那你觉得六跟你起跳肯定是觉得六偏不好吗,8,5,,,,,,,,,,,,,,,
609,1297.63,1300.07,2.44,11的视角是不是也可以稍微进一进,8,5,,,,,,,,,,,,,,,
610,1300.07,1301.23,1.16,这些是一些,8,5,,,,,,,,,,,,,,,
611,1301.23,1303.71,2.48,就是我听下来可能存在的一点小瑕疵,8,5,,,,,,,,,,,,,,,
612,1303.71,1306.92,3.21,但是呃还行吧还行吧,8,5,,,,,,,,,,,,还行,,,
613,1306.92,1307.96,1.04,也没那么大问题,8,5,,,,,,,,,,,,,,,
614,1307.96,1309.52,1.56,看看后面怎么跳呗,8,5,,,,,,,,,,,,,,,
615,1309.52,1313.91,4.39,5号对9号的反馈确实应该不是平呃,8,5,,,,,,,,不是平民,,,,,,,
616,1313.91,1315.85,1.94,对11号的反馈确实应该不是平民,8,5,,,,,,,,,,,,,,,
617,1315.85,1317.679,1.829,11号在点五有身份的时候,8,5,,,,,,,,,,,,,,,
618,1317.679,1319.659,1.98,5号非常不屑,8,5,,,,,,,,,,,,,,,
619,1319.659,1321.96,2.301,非常不屑的一笑,8,5,,,,,,,,,,,,,,,
620,1321.96,1323.66,1.7,所以五应该不是平民,8,5,,,,,,,,,,,,,,,
621,1323.66,1325.86,2.2,反正嗯这么着呗,8,5,,,,,,,,,,,,,,,
622,1325.86,1329.12,3.26,过了,8,5,,,,,,,,,,跳预言家,,,,,
623,1330.26,1332.12,1.86,我验了4号金水,7,6,,,,,,,金水,,,,,,,,
624,1332.12,1338.09,5.97,然后警徽警徽先验个11吧,7,6,,,,警徽流,,,,,,,,,,警徽流,
625,1338.96,1341.26,2.3,然后一三里面我验谁呢,7,6,,,,,,,,,,,,,,,
626,1341.26,1344.24,2.98,验个一号嗯,7,6,,,,,,,,,,,,,,,
627,1344.24,1345.52,1.28,验个一号吧,7,6,,,,,,,,,,,,,,,
628,1345.52,1351.24,5.72,然后嗯我觉得也应该先不用验十了吧,7,6,,,,,,,,,,,,,,,
629,1351.24,1352.78,1.54,10号得投我一票吧对吧,7,6,,,,,,,,,,,,,,,
630,1352.78,1356.78,4,这个在警下10号玩家感觉站边这么稳,7,6,,,,,,,,,,,,,,,
631,1356.78,1357.44,0.66,对不对,7,6,,,,,,,,,,,,,,,
632,1357.44,1359.37,1.93,10号的票肯定能吃到啊,7,6,,,,,,,,,,,,,,,
633,1359.37,1362.17,2.8,那么一三里面就先验一呗,7,6,,,,,,,,,,,,,,,
634,1362.17,1363.17,1,就先验一呗,7,6,,,,,,,,,,,,,,,
635,1363.17,1365.37,2.2,因为2号好像很多人都保,7,6,,,,,,,,,,,,,,,
636,1365.37,1366.85,1.48,对不对,7,6,,,,,,,,,,,,,,,
637,1367.21,1370.37,3.16,我现在11的十的原因是因为你保的人太多了,7,6,,,,,,,,,,,,,,,
638,1370.37,1372.93,2.56,你看你你你跟着那个12号,7,6,,,,,,,,,,,,,,,
639,1372.93,1376.08,3.15,你说你也认为2号是好人,7,6,,,,,,,,,,,,,,,
640,1376.08,1377.86,1.78,首先你怎么判断12号身份,7,6,,,,,,,,,,,,,,,
641,1377.86,1379.02,1.16,就感觉在你视野里面,7,6,,,,,,,,,,,,,,,
642,1379.02,1380.86,1.84,12号就一定是好人一样,7,6,,,,,,,,,,,,,,,
643,1380.86,1381.86,1,你先你先置位,7,6,,,,,,,,,,,,,,,
644,1381.86,1383.82,1.96,就把二和12基本上都保了,7,6,,,,,,,,,,,,,,,
645,1383.82,1385.45,1.63,你又保六,7,6,,,,,,,,,,,,,,,
646,1385.85,1387.17,1.32,6号可不是随便,7,6,,,,,,,,,,,,,,,
647,1388.41,1392.15,3.74,就是就是就是能保的对吧,7,6,,,,,,,,,,,,,,,
648,1392.15,1395.59,3.44,就是因为保六可能会付出很很惨重的代价,7,6,,,,,,,,,,,,,,,
649,1395.59,1397.07,1.48,但是你把六保了,7,6,,,,,,,,,,,,,,,
650,1397.07,1398.57,1.5,你把六保了,7,6,,,,,,,,,,,,,,,
651,1398.57,1402.59,4.02,9号悍跳说六跟他起跳就有点像做身份的了,7,6,,,,,,,,,,,,,,,
652,1402.59,1403.53,0.94,那目前来讲,7,6,,,,,,,,,,,,,,,
653,1403.53,1406.4,2.87,我至少没有在听6号玩家发言之前,7,6,,,,,,,,,怀疑,,,,,,
654,1406.4,1408.02,1.62,我是有点怀疑6号的,7,6,,,,,,,,,,,,,,,
655,1408.02,1409.58,1.56,有一点怀疑6号,7,6,,,,,,,,,,,,,,,
656,1409.58,1411.3,1.72,但也不一定啊,7,6,,,,,,,,,,,,,,,
657,1411.3,1413.46,2.16,呃所以我就先验11嗯,7,6,,,,,,,,,,,,,,,
658,1413.46,1414.7,1.24,先验你11号,7,6,,,,,,,,,,,,,,,
659,1414.7,1415.9,1.2,8号发言,7,6,,,,,,,,,,,,,,,
660,1415.9,1417.46,1.56,他说四五里面有人跳,7,6,,,,,,,,,,,,,,,
661,1417.46,1418.34,0.88,我也没太懂,7,6,,,,,,,,,,,,,,,
662,1418.34,1421.32,2.98,嗯所以再看看呗,7,6,,,,,,,,,,,,,,,
663,1421.32,1423.84,2.52,警徽就留十一一号顺验吧,7,6,,,,,,,,,,,,,,,
664,1423.84,1426.18,2.34,啊4号是我金水呃,7,6,,,,,,,,,,,,,,,
665,1426.18,1428,1.82,为什么验四呃,7,6,,,,,,,,,,,,,,,
666,1428,1434.01,6.01,确实我我基本上呃很少拿预言家会验新人,7,6,,,,,,,,,,,,,,,
667,1434.01,1438.57,4.56,但是今天这桌上没有什么人就是能验了,7,6,,,,,,,,,,,,,,,
668,1438.57,1440.91,2.34,当然我这个验人也有自己的想法啊,7,6,,,,,,,,,,,,,,,
669,1440.91,1445.05,4.14,所以所以就是验了4号金水没了好吧,7,6,,,,,,,,,,,,,,,
670,1445.05,1447.98,2.93,警徽就十一、一顺验,7,6,,,,,,,,,,,,,,,
671,1447.98,1449.98,2,我过了,7,6,,,,,,,,,,,,,,,
672,1453.44,1455.16,1.72,总觉得感觉后面还要跳的？,6,7,,,,,,,,,,,,,,,
673,1455.16,1455.94,0.78,不知道啊,6,7,,,,,,,,,,,,,,,
674,1455.94,1458.649,2.709,就是因为我也看到4号玩家,6,7,,,,,,,,,,,,,,,
675,1458.649,1459.749,1.1,就是你上来,6,7,,,,,,,,,,,,,,,
676,1459.749,1462.729,2.98,包括前面发言的时候就有点嘟嘟囔囔的感觉,6,7,,,,,,,,,,,,,,,
677,1462.729,1464.35,1.621,就是反正想说点啥,6,7,,,,,,,,,,,,,,,
678,1464.35,1464.71,0.36,想说,6,7,,,,,,,,,,,,,,,
679,1464.71,1466.43,1.72,一般感觉像是预言家会去组织发言的,6,7,,,,,,,,,,,,,,,
680,1466.43,1467.07,0.64,那种状态吧,6,7,,,,,,,,,,,,,,,
681,1467.07,1468.91,1.84,就如果我只是一个点评的人的话,6,7,,,,,,,,,,,,,,,
682,1468.91,1471.44,2.53,一般不会有一些预备型的那种,6,7,,,,,,,,,,,,,,,
683,1471.44,1472.82,1.38,想要发言的感觉啊,6,7,,,,,,,,,,,,,,,
684,1472.82,1473.92,1.1,也有可能我看错了,6,7,,,,,,,,,,,,,,,
685,1473.92,1474.68,0.76,也可能不知道,6,7,,,,,,,,,,,,,,,
686,1474.68,1475.08,0.4,也不是我,6,7,,,,,,,,,,,,,,,
687,1475.08,1475.48,0.4,反正我不知道,6,7,,,,,,,,,,,,,,,
688,1475.48,1477.51,2.03,你感觉你有点在念念叨叨啥的,6,7,,,,,,,,,,,,,,,
689,1477.51,1479.95,2.44,所以我在想有没有可能比如说理论上还存在,6,7,,,,,,,,,,,,,,,
690,1479.95,1480.82,0.87,比如说七是,6,7,,,,,,,,,,,,,,,
691,1480.82,1481.7,0.88,如果九是预言家,6,7,,,,,,,,,,,,,,,
692,1481.7,1482.92,1.22,还存在7是混子,6,7,,,,,,,,,,,,,,,
693,1482.92,1484.26,1.34,4是起跳的位置,6,7,,,,,,,提及,,,,,,,,
694,1484.26,1485.06,0.8,这种可能性吗,6,7,,,,,,,,,,,,,,,
695,1485.06,1485.98,0.92,当然如果你不是,6,7,,,,,,,,,,,,,,,
696,1485.98,1487.47,1.49,那我就是感知错了,6,7,,,,,,,,,,,,,,,
697,1487.47,1489.91,2.44,那比如说就是七九对跳呃,6,7,,,,,,,,,,,,,,,
698,1489.91,1491.71,1.8,我自己其实我对11观感,6,7,,,,,,,,,,,,,,,
699,1491.71,1494.29,2.58,你说我可是觉得还行,6,7,,,,,,,,,,,,,,,
700,1494.29,1496.03,1.74,虽然你直接保了二跟12,6,7,,,,,,,,,,,,,,,
701,1496.03,1497.11,1.08,那二跟12呢自己第一,6,7,,,,,,,,,,,,,,,
702,1497.11,1499.63,2.52,我本身我也没听出来说他们两个一定哪里很像,6,7,,,,,,,,,,,,,,,
703,1499.63,1500.43,0.8,很像狼人牌,6,7,,,,,,,,,,,,,,,
704,1500.43,1501.47,1.04,虽然我可能在你那位置,6,7,,,,,,,,,,,,,,,
705,1501.47,1502.07,0.6,我不会保他,6,7,,,,,,,,,,,,,,,
706,1502.07,1503.63,1.56,但是毕竟你说我是好人嘛,6,7,,,,,,,,,,,,,,,
707,1503.63,1504.79,1.16,我肯定觉得你还行,6,7,,,,,,,,,,,,,,,
708,1504.79,1506.87,2.08,但如果你本局游戏是一个什么混子,6,7,,,,,,,,,,,,,,,
709,1506.87,1507.95,1.08,在保前置位的同时,6,7,,,,,,,,,,,,,,,
710,1507.95,1509.57,1.62,顺便点一下自己的榜样,6,7,,,,,,,,,,,,,,,
711,1509.57,1510.91,1.34,给榜样给一些好感什么,6,7,,,,,,,,,,,,,,,
712,1510.91,1511.91,1,这样的我提前跟你说下,6,7,,,,,,,,,,,,,,,
713,1511.91,1512.79,0.88,我是好人,6,7,,,,,,,,,,,,,,,
714,1512.79,1516.93,4.14,就是你可以把自己就当纯好人去玩了啊,6,7,,,,,,,,,,,,,,,
715,1516.93,1517.63,0.7,当然你可以求稳,6,7,,,,,,,,,,,,,,,
716,1517.63,1518.03,0.4,你说哎呀,6,7,,,,,,,,,,,,,,,
717,1518.03,1519.69,1.66,怕我是不是个狼在那装这样的发言,6,7,,,,,,,,,,,,,,,
718,1519.69,1521.45,1.76,所以你你可以不跳,6,7,,,,,,,,,,,,,,,
719,1521.45,1523.17,1.72,但是我得提前跟你说一下,6,7,,,,,,,,,,,,,,,
720,1523.17,1524.57,1.4,因为我觉得是你这个发言的,6,7,,,,,,,,,,,,,,,
721,1524.57,1526.18,1.61,是理论上存在这个可能性的,6,7,,,,,,,,,,,,,,,
722,1526.18,1528.9,2.72,包括你说5号玩家看起来像有身份什么之类的,6,7,,,,,,,,,,,,,,,
723,1528.9,1529.75,0.85,那些内容,6,7,,,,,,,,,,,,,,,
724,1529.75,1530.75,1,然后九的发言,6,7,,,,,,,,,,,,,,,
725,1530.75,1531.79,1.04,其实我自己觉得,6,7,,,,,,,,,,,,,,,
726,1531.79,1534.59,2.8,八对九的看法还是比较客观的啊,6,7,,,,,,,,,,,,,,,
727,1534.59,1537.969,3.379,就是你你视角里面其实说我可以可以跟你对跳,6,7,,,,,,,,,,,,,,,
728,1537.969,1538.709,0.74,但我觉得好像,6,7,,,,,,,,,,,,,,,
729,1540.029,1542.93,2.901,我觉得验11对你来说也是一个不错的位置啊,6,7,,,,,,,,,,,,,,,
730,1542.93,1544.49,1.56,我觉得是因为11保了前置位,6,7,,,,,,,,,,,,,,,
731,1544.49,1545.61,1.12,你的金水和2号玩家,6,7,,,,,,,,,,,,,,,
732,1545.61,1547.1,1.49,二玩家踩在警下的,6,7,,,,,,,,,,,,,,,
733,1547.1,1548.68,1.58,我觉得你直接直验11,6,7,,,,,,,,,,,,,,,
734,1548.68,1549.6,0.92,然后警下验一张,6,7,,,,,,,,,,,,,,,
735,1549.6,1550.92,1.32,我觉得是还行的,6,7,,,,,,,,,,,,,,,
736,1550.92,1553.94,3.02,一、十双验的呃,6,7,,,,,,,,,,,,,,,
737,1553.94,1555.84,1.9,在我视角里面可能不是完完全全,6,7,,,,,,,,,,,,,,,
738,1555.84,1557.339,1.499,那么有必要不是吧,6,7,,,,,,,,,,,,,,,
739,1557.339,1558.839,1.5,就你你比如你一十去定二,6,7,,,,,,,,,,,,,,,
740,1558.839,1560.099,1.26,定完二再去定11,6,7,,,,,,,,,,,,,,,
741,1560.099,1561.619,1.52,你自己如果是个预言家的话,6,7,,,,,,,,,,,,,,,
742,1561.619,1563.8,2.181,我会觉得会有点太曲折了,6,7,,,,,,,,,,,,,,,
743,1563.8,1565.04,1.24,比较曲折对吧,6,7,,,,,,,,,,,,,,,
744,1565.04,1566.86,1.82,你说一十如果都是好人,6,7,,,,,,,,,,,,,,,
745,1566.86,1567.76,0.9,那二可能是狼,6,7,,,,,,,,,,,,,,,
746,1567.76,1568.24,0.48,那11保二,6,7,,,,,,,,,,,,,,,
747,1568.24,1569.6,1.36,2、11可能也不好,6,7,,,,,,,,,,,,,,,
748,1569.6,1571.04,1.44,1、10感就是有点太绕,6,7,,,,,,,,,,,,,,,
