index,start,end,duration,text,发言玩家,发言轮次,Uid,身份,阵营,player 1,player 2,player 3,player 4,player 5,player 6,player 7,player 8,player 9,player 10,player 11,player 12
690,1429.48,1431.42,1.94,因为二的发言太短暂了,1,5,,,,,,,,,,,,,,,
691,1431.42,1432.72,1.3,他刚发完言就到我了,1,5,,,,,,,,,,,,,,,
692,1432.72,1435.08,2.36,我觉得二对六的认可我是觉得可以接受,1,5,,,,,,,,,,,,,,,
693,1435.08,1436.909,1.829,那要看六自己退不退水嘛,1,5,,,,,,,,,,,,,,,
694,1436.909,1438.709,1.8,呃我认为4号牌是狼人牌,1,5,,,,,,,,,,,,,,,
695,1438.709,1440.469,1.76,还有一个基点是因为昨天晚上女巫吃刀,1,5,,,,,,,,,,,,,,,
696,1440.469,1441.329,0.86,我吃毒了,1,5,,,,跳吃毒猎人，说女巫首页吃刀,,,,,,,,,,,
697,1441.329,1444.159,2.83,所以我认为在这个环节上,1,5,,,,,,,,,,,,,,,
698,1444.159,1446.93,2.771,4号动刀的可能性很大呃,1,5,,,,,,,,,,,,,,,
699,1446.93,1449.49,2.56,呃262张牌如果能形成代跳的话,1,5,,,,,,,,,,,,,,,
700,1449.49,1450.57,1.08,觉得好人还有机会,1,5,,,,,,,,,,,,,,,
701,1450.57,1451.99,1.42,如果形成不了代跳的话,1,5,,,,,,,,,,,,,,,
702,1451.99,1453.4,1.41,那局势就非常被动,1,5,,,,,,,,,,,,,,,
703,1453.4,1454.8,1.4,4号牌这么久没玩了,1,5,,,,,,,,,,,,,,,
704,1454.8,1458.28,3.48,我原来只是认为4号牌当好人找狼非常强,1,5,,,,,,,,,,,,,,,
705,1458.28,1461.02,2.74,但是4号牌现在感觉刀女巫的能力很强了,1,5,,,,,,,,,,,,,,,
706,1461.02,1463.24,2.22,嗯4号牌又做出了这种惊讶的表情,1,5,,,,,,,,,,,,,,,
707,1463.24,1464.12,0.88,因为我吃毒了呀,1,5,,,,,,,,,,,,,,,
708,1464.12,1464.8,0.68,我是知道的,1,5,,,,,,,,,,,,,,,
709,1464.8,1467,2.2,所以这一局如果R6有配合的话,1,5,,,,,,,,,,,,,,,
710,1467,1468.28,1.28,希望二六可以配合一下,1,5,,,,,,,,,,,,,,,
711,1468.28,1470.32,2.04,嗯我从这个表现来看哦,1,5,,,,,,,,,,,,,,,
712,1470.32,1472.67,2.35,4号牌退水二六对跳的话,1,5,,,,,,,,,,,,,,,
713,1472.67,1474.15,1.48,二对六是有包容的,1,5,,,,,,,,,,,,,,,
714,1474.15,1476.92,2.77,那我要再听一圈发言好吧,1,5,,,,,,,,,,,,,,,
715,1476.92,1479.14,2.22,我要听6号牌6号牌的评价,1,5,,,,,,,,,,,,,,,
716,1479.14,1481.98,2.84,但是如果单独六真的是预言家的话,1,5,,,,,,,,,,,,,,,
717,1481.98,1483.28,1.3,我觉得就比较被动了,1,5,,,,,,,,,,,,,,,
718,1483.28,1485.01,1.73,嗯比较被动了,1,5,,,,,,,,,,,,,,,
719,1485.01,1487.35,2.34,我吃毒了嗯,1,5,,,,,,,,,,,,,,,
720,1487.35,1489.81,2.46,哦那个跟那个后我跟那个后台说一声,1,5,,,,,,,,,,,,,,,
721,1489.81,1491.78,1.97,那毛血旺直接上到休息室就可以了,1,5,,,,,,,,,,,,,,,
722,1491.78,1494.12,2.34,嗯因为一会就要出去吃了,1,5,,,,,,,,,,,,,,,
723,1494.12,1495.38,1.26,也不能在这吃了,1,5,,,,,,,,,,,,,,,
724,1495.38,1498.14,2.76,可惜非常感谢大师赛的观众们啊,1,5,,,,,,,,,,,,,,,
725,1498.14,1499.74,1.6,感谢让我来大师赛的观众们,1,5,,,,,,,,,,,,,,,
726,1499.74,1501.32,1.58,非常谢谢实在遗憾,1,5,,,,,,,,,,,,,,,
727,1501.32,1502.34,1.02,马上就要离席了,1,5,,,,,,,,,,,,,,,
728,1502.34,1504.55,2.21,可惜一会儿多给点休息室的镜头,1,5,,,,,,,,,,,,,,,
729,1504.55,1505.929,1.379,我会在那猛吃的,1,5,,,,,,,,,,,,,,,
730,1505.929,1507.849,1.92,嗯目前的分别我只能判断到这了,1,5,,,,,,,,,,,,,,,
731,1507.849,1509.689,1.84,一会看完警徽投票和他们第二轮,1,5,,,,,,,,,,,,,,,
732,1509.689,1511.109,1.42,如果有机会有发言的话,1,5,,,,,,,,,,,,,,,
733,1511.109,1513.679,2.57,但我也怕我也听不到他们的发言了,1,5,,,,,,,,,,,,,,,
734,1513.679,1517.679,4,可惜能不能投个平票pk出来嗯,1,5,,,,,,,,,,,,,,,
736,1521.45,1522.53,1.08,你吃毒了,12,6,,,,,,,,,,,,,,,
737,1522.53,1523.51,0.98,是不是邱大,12,6,,,,,,,,,,,,,,,
738,1523.51,1524.45,0.94,你吃毒了,12,6,,,,,,,,,,,,,,,
739,1524.45,1526.23,1.78,那我不得一会双爆了吗,12,6,,,,,,,,,,,,,,,
740,1526.23,1528.21,1.98,就是我一会带着K4双爆了,12,6,,,,,,,,,,,,,,,
741,1528.21,1529.84,1.63,我们一块吃好不好,12,6,,,,,,,,,,,,,,,
742,1529.84,1531.98,2.14,嗯我是我是好人啊,12,6,,,,,,,,,,,,,,,
743,1531.98,1533.42,1.44,我是好人啊,12,6,,,,,,,,,,,,,,,
744,1533.42,1534.94,1.52,一号吃毒了,12,6,,,,,,,,,,,,,,,
745,1534.94,1535.8,0.86,一号吃毒了,12,6,,,,,,,,,,,,,,,
746,1535.8,1540.98,5.18,但是我觉得二二和六里边听完十聊天呗,12,6,,,,,,,,,,,,,,,
747,1540.98,1543.19,2.21,但我觉得二比较像预言家吧,12,6,,,,,比较像预言家,,,,,,,,,,
748,1543.19,1544.67,1.48,因为他让的是6号退水,12,6,,,,,,,,,,,,,,,
749,1544.67,1546.15,1.48,我就觉得他可能是预言家了,12,6,,,,,,,,,,,,,,,
750,1546.15,1547.03,0.88,他认识10号,12,6,,,,,,,,,,,,,,,
751,1547.03,1548.81,1.78,我也不觉得他会让你退水吧,12,6,,,,,,,,,,,,,,,
752,1548.81,1550.06,1.25,是不是啊,12,6,,,,,,,,,,,,,,,
753,1550.06,1552.16,2.1,而且你对11也太好了吧,12,6,,,,,,,,,,,,,,,
754,1552.16,1553.14,0.98,你对11也太好了,12,6,,,,,,,,,,,,,,,
755,1553.14,1554.02,0.88,就像我第一次做战,12,6,,,,,,,,,,,,,,,
756,1554.02,1555.4,1.38,你给我发金水样的那一样,12,6,,,,,,,,,,,,,,,
757,1555.4,1558.36,2.96,11号你不要对我太多的成见,12,6,,,,,,,,,,,,,,,
758,1558.36,1560.26,1.9,这样怎么聊这么多呢,12,6,,,,,,,,,,,,,,,
759,1560.26,1561.69,1.43,聊那么多,12,6,,,,,,,,,,,,,,,
760,1562.33,1564.01,1.68,耿姐这把不简单呀,12,6,,,,,,,,不简单,,,,,,,
761,1564.01,1566.37,2.36,我记得耿姐是每把都要冒充预言家的呀,12,6,,,,,,,,,,,,,,,
762,1566.37,1567.89,1.52,这把为什么不冒充啊,12,6,,,,,,,,,,,,,,,
763,1567.89,1569.37,1.48,每一把都要留警徽流,12,6,,,,,,,,,,,,,,,
764,1569.37,1571.235,1.865,这把不留警徽流了,12,6,,,,,,,,,,,,,,,
765,1571.79,1574.49,2.7,3号三号如此紧张,12,6,,,,,,紧张,,,,,,,,,
766,1574.49,1576.43,1.94,这这刚子在这玩这手,12,6,,,,,,,,,,,,,,,
767,1576.43,1579.78,3.35,但已经是感觉手臂都给他搓下来了,12,6,,,,,,,,,,,,,,,
768,1579.78,1581.7,1.92,就他在4号聊天的时候,12,6,,,,,,,,,,,,,,,
769,1581.7,1582.38,0.68,我说实话的,12,6,,,,,,,,,,,,,,,
770,1582.38,1583.87,1.49,你叫我交边的时候,12,6,,,,,,,,,,,,,,,
771,1583.87,1585.35,1.48,确实第一个把你排除了,12,6,,,,,,,,,,,,,,,
772,1585.35,1588.09,2.74,峰哥那时候我是第一个把你排除了,12,6,,,,,,,排除预言家,,,,,,,,
773,1588.09,1589.19,1.1,但是你退水了嘛,12,6,,,,,,,,,,,,,,,
774,1589.19,1589.55,0.36,很正常,12,6,,,,,,,,,,,,,,,
775,1589.55,1591.429,1.879,但你退水有点像好人呢,12,6,,,,,,,,,,,,,,,
776,1591.429,1592.849,1.42,一号吃毒了,12,6,,,,,,,,,,,,,,,
777,1592.849,1593.749,0.9,站边那6号,12,6,,,,,,,,,,,,,,,
778,1593.749,1595.029,1.28,但也可能可以参考吗,12,6,,,,,,,,,,,,,,,
779,1595.029,1596.349,1.32,如果你你是猎人牌,12,6,,,,,,,,,,,,,,,
780,1596.349,1596.629,0.28,吃毒了,12,6,,,,,,,,,,,,,,,
781,1596.629,1597.749,1.12,我可以参考你吗,12,6,,,,,,,,,,,,,,,
782,1597.749,1598.869,1.12,说6号是预言家,12,6,,,,,,,,,,,,,,,
783,1598.869,1600.22,1.351,这都很正常,12,6,,,,,,,,,,,,,,,
784,1600.22,1604.46,4.24,我我还是比较认可一号的这个准确率的啊,12,6,,,,,,,,,,,,,,,
785,1604.46,1605.22,0.76,可以再听一听,12,6,,,,,,,,,,,,,,,
786,1605.22,1606.78,1.56,主要是还要听十聊天吗,12,6,,,,,,,,,,,,,关注,,
787,1606.78,1608.06,1.28,其实警下入夜前,12,6,,,,,,,,,,,,,,,
788,1608.06,1610.06,2,我直接观察了一波歪哥,12,6,,,,,,,,,,好身份,,,,,
